district,state,crop,year,season,rainfall_mm,temperature_avg_c,soil_type,irrigation_pct,fertilizer_kg_per_ha,msp_inr_per_quintal,yield_kg_per_ha
Guntur,Andhra Pradesh,Wheat,2013,Rabi,604.6,25.7,Black,51.9,66.4,1350,1916.0
Jabalpur,Madhya Pradesh,Rice,2010,Kharif,977.9,26.3,Black,38.1,290.7,1000,2062.7
Meerut,Uttar Pradesh,Wheat,2017,Rabi,1017.7,27.3,Alluvial,88.3,263.6,1625,1800.0
Meerut,Uttar Pradesh,Rice,2021,Kharif,973.1,28.0,Alluvial,84.9,102.4,1940,2521.9
Amritsar,Punjab,Sugarcane,2013,Kharif,618.6,23.9,Alluvial,93.8,276.9,1800,40000.0
Warangal,Telangana,Sugarcane,2016,Zaid,1188.0,27.4,Black,62.5,281.5,2300,45377.5
Meerut,Uttar Pradesh,Rice,2016,Kharif,899.8,28.2,Alluvial,71.2,228.6,1470,2480.5
Lucknow,Uttar Pradesh,Rice,2018,Kharif,726.1,26.0,Alluvial,69.0,175.7,1750,2071.8
Warangal,Telangana,Sugarcane,2010,Kharif,1587.8,29.0,Red,46.5,56.5,1450,40000.0
Krishna,Andhra Pradesh,Sugarcane,2023,Kharif,1126.1,28.0,Black,58.1,96.0,3150,45898.5
Hisar,Haryana,Wheat,2013,Rabi,542.6,22.7,Alluvial,60.5,190.5,1350,2421.4
Pune,Maharashtra,Rice,2014,Kharif,1143.2,25.8,Red,44.2,270.4,1360,2193.0
Kolhapur,Maharashtra,Wheat,2021,Rabi,190.5,27.2,Black,41.8,62.3,1975,1800.0
Raipur,Chhattisgarh,Rice,2023,Kharif,1050.7,24.3,Red,37.1,147.6,2183,1799.6
Hooghly,West Bengal,Rice,2020,Kharif,1900.0,31.2,Alluvial,58.6,103.1,1868,1501.7
Amritsar,Punjab,Wheat,2019,Rabi,562.9,21.3,Alluvial,97.2,127.1,1840,3345.9
Cuttack,Odisha,Rice,2022,Kharif,1449.0,26.9,Laterite,53.2,99.9,2040,1767.8
Cuttack,Odisha,Sugarcane,2017,Zaid,2043.1,28.0,Alluvial,48.5,254.6,2550,40000.0
Hooghly,West Bengal,Wheat,2020,Rabi,1976.2,26.3,Alluvial,45.3,84.6,1925,1800.0
Coimbatore,Tamil Nadu,Rice,2019,Kharif,977.1,28.1,Laterite,64.7,71.4,1815,1745.1
Lucknow,Uttar Pradesh,Sugarcane,2012,Kharif,1094.4,26.0,Alluvial,61.7,152.6,1700,42361.8
Muzaffarpur,Bihar,Wheat,2018,Rabi,999.8,28.5,Alluvial,39.5,109.8,1735,1800.0
Cuttack,Odisha,Sugarcane,2015,Zaid,1276.3,26.4,Laterite,44.0,252.1,2100,40000.0
Ahmedabad,Gujarat,Sugarcane,2014,Zaid,1124.0,26.8,Alluvial,53.6,251.9,1900,40907.3
Jaipur,Rajasthan,Sugarcane,2016,Kharif,477.8,35.2,Alluvial,43.9,181.9,2300,40000.0
Krishna,Andhra Pradesh,Sugarcane,2012,Kharif,1261.7,26.9,Red,60.0,124.3,1700,40000.0
Patiala,Punjab,Wheat,2020,Rabi,506.0,27.3,Alluvial,80.7,121.0,1925,1926.1
Cuttack,Odisha,Sugarcane,2010,Zaid,933.8,29.7,Red,49.3,236.3,1450,40000.0
Patna,Bihar,Wheat,2011,Rabi,1192.3,27.8,Alluvial,51.7,111.1,1120,1800.0
Nashik,Maharashtra,Rice,2018,Kharif,692.5,26.4,Red,50.7,153.8,1750,1567.5
Nagaon,Assam,Sugarcane,2016,Zaid,2389.5,23.9,Alluvial,47.2,236.4,2300,40000.0
Cuttack,Odisha,Wheat,2023,Rabi,1410.6,27.0,Laterite,55.2,164.9,2125,1800.0
Jodhpur,Rajasthan,Wheat,2017,Rabi,466.9,25.2,Desert,38.6,51.0,1625,1800.0
Amritsar,Punjab,Rice,2019,Kharif,571.0,21.6,Alluvial,96.2,169.3,1815,1820.7
Mysore,Karnataka,Rice,2021,Kharif,914.2,28.1,Red,44.7,93.6,1940,1850.3
Raipur,Chhattisgarh,Rice,2015,Kharif,1018.5,25.2,Red,40.0,66.1,1410,1792.4
Nagaon,Assam,Rice,2019,Kharif,1861.1,26.2,Laterite,37.8,251.7,1815,1500.0
Hooghly,West Bengal,Sugarcane,2017,Zaid,1501.2,30.0,Laterite,49.7,84.6,2550,42255.8
Mysore,Karnataka,Rice,2013,Kharif,882.1,24.7,Laterite,53.5,251.3,1310,1757.2
Amritsar,Punjab,Sugarcane,2022,Zaid,450.5,20.0,Alluvial,89.1,166.8,3050,40000.0
Jabalpur,Madhya Pradesh,Rice,2020,Kharif,1570.2,29.1,Alluvial,36.6,158.3,1868,2025.3
Kolhapur,Maharashtra,Rice,2019,Kharif,1288.3,29.5,Red,49.3,63.0,1815,1586.0
Belgaum,Karnataka,Rice,2011,Kharif,984.3,26.6,Black,48.4,199.4,1080,2190.6
Hooghly,West Bengal,Wheat,2011,Rabi,1782.6,26.7,Laterite,47.9,81.1,1120,1800.0
Gorakhpur,Uttar Pradesh,Wheat,2022,Rabi,585.1,24.0,Alluvial,63.4,140.8,2015,2447.9
Lucknow,Uttar Pradesh,Sugarcane,2020,Kharif,1033.2,22.7,Alluvial,69.8,229.8,2850,40000.0
Nagaon,Assam,Rice,2023,Kharif,1858.0,23.1,Laterite,37.7,150.3,2183,1500.0
Kolhapur,Maharashtra,Sugarcane,2010,Kharif,1582.2,24.0,Red,54.8,207.3,1450,40000.0
Jaipur,Rajasthan,Wheat,2018,Rabi,116.1,28.9,Desert,37.9,126.6,1735,1800.0
Nashik,Maharashtra,Sugarcane,2018,Kharif,897.8,29.5,Red,50.7,158.7,2750,40000.0
Indore,Madhya Pradesh,Wheat,2021,Rabi,1068.7,24.8,Alluvial,58.6,282.9,1975,1800.0
Nashik,Maharashtra,Rice,2012,Kharif,125.1,28.6,Black,39.3,258.7,1250,1500.0
Krishna,Andhra Pradesh,Wheat,2019,Rabi,1002.2,28.1,Red,60.5,107.4,1840,1800.0
Warangal,Telangana,Sugarcane,2012,Kharif,780.7,29.9,Red,60.0,262.9,1700,40000.0
Mysore,Karnataka,Rice,2020,Kharif,1166.7,28.6,Black,34.3,144.8,1868,2100.1
Gorakhpur,Uttar Pradesh,Wheat,2023,Rabi,964.0,23.2,Alluvial,55.4,59.9,2125,1800.0
Hooghly,West Bengal,Rice,2022,Kharif,1806.9,28.1,Laterite,37.3,156.8,2040,1500.0
Thanjavur,Tamil Nadu,Rice,2022,Kharif,1027.7,28.3,Alluvial,72.4,127.5,2040,2593.4
Ludhiana,Punjab,Wheat,2022,Rabi,627.9,23.1,Alluvial,82.6,227.7,2015,3086.7
Guntur,Andhra Pradesh,Wheat,2010,Rabi,216.6,26.6,Alluvial,56.7,271.9,1100,1800.0
Raipur,Chhattisgarh,Rice,2010,Kharif,1323.2,27.1,Red,33.0,292.2,1000,2173.4
Coimbatore,Tamil Nadu,Sugarcane,2021,Zaid,1183.3,29.3,Red,66.5,167.7,2900,41476.3
Pune,Maharashtra,Wheat,2023,Rabi,1622.8,22.5,Black,34.2,144.8,2125,1800.0
Jaipur,Rajasthan,Rice,2012,Kharif,424.8,23.9,Alluvial,38.8,131.4,1250,1500.0
Hisar,Haryana,Sugarcane,2022,Kharif,434.3,28.3,Alluvial,73.7,110.2,3050,40000.0
Lucknow,Uttar Pradesh,Wheat,2023,Rabi,857.6,27.8,Alluvial,66.4,226.4,2125,1800.0
Ludhiana,Punjab,Sugarcane,2018,Kharif,357.5,20.7,Alluvial,92.4,146.8,2750,40000.0
Kolhapur,Maharashtra,Rice,2016,Kharif,938.9,25.7,Black,30.4,91.7,1470,1753.3
Jabalpur,Madhya Pradesh,Sugarcane,2020,Kharif,1260.1,24.6,Alluvial,49.0,248.2,2850,40000.0
Nashik,Maharashtra,Sugarcane,2020,Zaid,1190.0,27.2,Red,25.3,252.2,2850,40000.0
Nagaon,Assam,Rice,2022,Kharif,2489.6,24.7,Laterite,49.9,88.4,2040,1500.0
Jodhpur,Rajasthan,Rice,2018,Kharif,342.6,28.0,Alluvial,38.3,145.8,1750,1616.7
Krishna,Andhra Pradesh,Wheat,2010,Rabi,905.9,26.9,Black,63.2,282.5,1100,1800.0
Indore,Madhya Pradesh,Wheat,2011,Rabi,1018.0,28.7,Alluvial,57.5,277.7,1120,1800.0
Cuttack,Odisha,Sugarcane,2021,Zaid,1265.9,28.0,Alluvial,43.4,147.0,2900,42834.3
Muzaffarpur,Bihar,Sugarcane,2016,Kharif,1056.3,27.0,Alluvial,41.4,151.7,2300,40000.0
Amritsar,Punjab,Sugarcane,2017,Kharif,692.3,27.9,Alluvial,89.0,71.4,2550,40000.0
Belgaum,Karnataka,Rice,2010,Kharif,1075.1,27.2,Red,45.9,60.9,1000,1807.8
Krishna,Andhra Pradesh,Wheat,2017,Rabi,908.8,25.5,Black,56.1,270.4,1625,1800.0
Nagaon,Assam,Rice,2016,Kharif,2125.8,24.0,Alluvial,37.9,277.0,1470,1500.0
Patna,Bihar,Sugarcane,2019,Kharif,1314.2,27.3,Alluvial,48.1,183.5,2750,47894.7
Cuttack,Odisha,Wheat,2023,Rabi,1011.7,27.4,Laterite,42.1,165.2,2125,1800.0
Meerut,Uttar Pradesh,Sugarcane,2015,Zaid,1034.3,28.4,Alluvial,79.4,192.9,2100,44730.6
Jodhpur,Rajasthan,Sugarcane,2017,Zaid,355.5,23.6,Desert,22.7,213.9,2550,40000.0
Mysore,Karnataka,Wheat,2011,Rabi,1351.6,26.5,Laterite,38.0,232.7,1120,1800.0
Belgaum,Karnataka,Wheat,2015,Rabi,1667.2,25.3,Laterite,36.0,202.8,1450,1800.0
Raipur,Chhattisgarh,Wheat,2023,Rabi,1054.8,25.5,Red,45.4,136.6,2125,1800.0
Cuttack,Odisha,Sugarcane,2017,Zaid,1431.2,28.0,Laterite,40.3,175.4,2550,40000.0
Hooghly,West Bengal,Rice,2022,Kharif,1553.4,24.5,Alluvial,58.1,198.1,2040,2050.3
Krishna,Andhra Pradesh,Wheat,2019,Rabi,1173.0,29.7,Alluvial,72.2,115.8,1840,1800.0
Kolhapur,Maharashtra,Wheat,2011,Rabi,1475.0,29.7,Black,43.0,78.2,1120,1800.0
Nagaon,Assam,Rice,2016,Kharif,2615.9,24.5,Laterite,44.9,164.1,1470,1500.0
Guntur,Andhra Pradesh,Rice,2017,Kharif,1060.0,29.2,Alluvial,59.1,228.7,1550,2547.1
Raipur,Chhattisgarh,Sugarcane,2018,Kharif,1147.8,26.3,Red,49.2,113.8,2750,40000.0
Muzaffarpur,Bihar,Rice,2023,Kharif,1290.6,23.5,Alluvial,36.8,241.2,2183,2018.7
Raipur,Chhattisgarh,Sugarcane,2021,Zaid,1421.9,25.6,Laterite,41.5,158.5,2900,40000.0
Guntur,Andhra Pradesh,Sugarcane,2013,Zaid,1202.0,29.3,Red,61.7,265.7,1800,42214.5
Jaipur,Rajasthan,Rice,2018,Kharif,367.3,29.2,Alluvial,45.7,148.7,1750,1500.0
Jaipur,Rajasthan,Sugarcane,2019,Zaid,549.6,26.4,Alluvial,30.0,251.5,2750,40000.0
Kolhapur,Maharashtra,Sugarcane,2011,Zaid,427.1,26.5,Black,33.2,80.8,1450,40000.0
Muzaffarpur,Bihar,Wheat,2011,Rabi,897.8,30.4,Alluvial,54.1,298.1,1120,1800.0
Jodhpur,Rajasthan,Wheat,2022,Rabi,450.8,25.0,Desert,35.6,264.2,2015,1800.0
Krishna,Andhra Pradesh,Sugarcane,2017,Kharif,1030.9,28.4,Red,52.7,173.2,2550,40000.0
Muzaffarpur,Bihar,Sugarcane,2010,Kharif,532.6,26.6,Alluvial,51.0,82.3,1450,40000.0
Karnal,Haryana,Rice,2010,Kharif,430.7,25.6,Desert,92.5,124.4,1000,1500.0
Coimbatore,Tamil Nadu,Rice,2023,Kharif,1451.0,28.6,Laterite,59.1,66.6,2183,1779.2
Indore,Madhya Pradesh,Wheat,2011,Rabi,1225.4,26.3,Alluvial,40.8,201.9,1120,1800.0
Kolhapur,Maharashtra,Wheat,2012,Rabi,998.8,25.8,Red,35.9,74.5,1285,1800.0
Patna,Bihar,Sugarcane,2022,Kharif,553.9,27.5,Alluvial,50.9,62.4,3050,40000.0
Jabalpur,Madhya Pradesh,Rice,2020,Kharif,1011.3,27.8,Alluvial,33.7,156.2,1868,2099.1
Patiala,Punjab,Rice,2015,Kharif,772.1,23.3,Alluvial,93.8,132.3,1410,1895.3
Karnal,Haryana,Rice,2019,Kharif,529.1,23.5,Alluvial,94.2,99.3,1815,1885.7
Jaipur,Rajasthan,Rice,2021,Kharif,576.6,28.4,Desert,48.3,88.5,1940,1500.0
Bardhaman,West Bengal,Rice,2020,Kharif,1931.0,29.7,Alluvial,50.6,124.6,1868,1527.1
Jaipur,Rajasthan,Sugarcane,2023,Zaid,523.3,24.7,Desert,40.8,93.7,3150,40000.0
Jabalpur,Madhya Pradesh,Wheat,2011,Rabi,638.2,28.3,Alluvial,49.4,121.6,1120,1800.0
Ahmedabad,Gujarat,Wheat,2023,Rabi,358.9,28.7,Desert,65.3,82.1,2125,1800.0
Bardhaman,West Bengal,Rice,2018,Kharif,1655.3,26.9,Alluvial,51.7,176.1,1750,2220.3
Raipur,Chhattisgarh,Sugarcane,2019,Zaid,1400.3,24.8,Laterite,35.8,138.9,2750,40000.0
Thanjavur,Tamil Nadu,Rice,2013,Kharif,439.4,29.5,Red,64.8,79.0,1310,1500.0
Kolhapur,Maharashtra,Rice,2013,Kharif,716.4,23.4,Black,43.9,181.8,1310,1553.9
Muzaffarpur,Bihar,Sugarcane,2019,Zaid,856.1,28.3,Alluvial,39.6,157.9,2750,40309.2
Ludhiana,Punjab,Sugarcane,2012,Kharif,517.8,27.8,Alluvial,93.6,288.9,1700,41705.3
Jabalpur,Madhya Pradesh,Rice,2018,Kharif,1269.5,23.7,Black,29.9,273.2,1750,1800.9
Lucknow,Uttar Pradesh,Sugarcane,2018,Kharif,621.8,25.0,Alluvial,61.4,169.9,2750,40000.0
Jodhpur,Rajasthan,Sugarcane,2023,Zaid,190.1,23.4,Desert,35.9,258.3,3150,40000.0
Ludhiana,Punjab,Rice,2014,Kharif,250.3,24.8,Alluvial,88.9,216.9,1360,1546.1
Nashik,Maharashtra,Sugarcane,2020,Zaid,1209.3,26.9,Black,39.9,150.9,2850,43798.8
Ludhiana,Punjab,Rice,2017,Kharif,700.9,25.0,Alluvial,82.0,149.3,1550,2061.8
Nagaon,Assam,Wheat,2017,Rabi,2035.0,28.8,Alluvial,30.3,217.2,1625,1800.0
Amritsar,Punjab,Rice,2010,Kharif,655.4,22.3,Alluvial,87.9,220.4,1000,1767.8
Cuttack,Odisha,Rice,2010,Kharif,1232.3,26.5,Red,35.6,78.2,1000,1932.5
Nagaon,Assam,Sugarcane,2013,Zaid,2298.5,24.0,Alluvial,33.1,230.3,1800,40000.0
Guntur,Andhra Pradesh,Wheat,2023,Rabi,1141.5,29.8,Red,58.7,210.1,2125,1800.0
Mysore,Karnataka,Sugarcane,2018,Kharif,1053.5,25.4,Red,49.7,137.7,2750,40000.0
Patna,Bihar,Rice,2018,Kharif,1181.3,27.8,Alluvial,55.4,237.1,1750,2875.7
Krishna,Andhra Pradesh,Rice,2015,Kharif,989.8,29.4,Alluvial,73.6,152.2,1410,2384.6
Gorakhpur,Uttar Pradesh,Rice,2014,Kharif,632.0,25.6,Alluvial,52.7,182.1,1360,2036.6
Jaipur,Rajasthan,Wheat,2012,Rabi,183.0,31.8,Desert,42.5,273.5,1285,1800.0
Jodhpur,Rajasthan,Wheat,2021,Rabi,383.7,26.9,Alluvial,30.6,226.7,1975,1800.0
Nagaon,Assam,Sugarcane,2021,Kharif,2922.1,24.7,Alluvial,41.8,148.6,2900,40000.0
Patna,Bihar,Sugarcane,2010,Zaid,892.3,30.2,Alluvial,63.3,180.5,1450,43097.4
Lucknow,Uttar Pradesh,Rice,2016,Kharif,805.0,28.3,Alluvial,60.8,233.7,1470,2165.0
Thanjavur,Tamil Nadu,Wheat,2011,Rabi,1259.1,29.2,Alluvial,81.0,261.9,1120,1800.0
Kolhapur,Maharashtra,Wheat,2018,Rabi,967.4,24.9,Black,52.2,260.2,1735,1800.0
Guntur,Andhra Pradesh,Rice,2021,Kharif,1257.9,28.2,Black,47.3,232.4,1940,2109.0
Indore,Madhya Pradesh,Wheat,2017,Rabi,1008.7,28.6,Alluvial,37.8,194.2,1625,1800.0
Jaipur,Rajasthan,Wheat,2023,Rabi,383.4,27.1,Desert,33.2,189.3,2125,1800.0
Nashik,Maharashtra,Rice,2011,Kharif,784.0,25.8,Red,45.7,178.6,1080,1611.5
Patna,Bihar,Wheat,2017,Rabi,1426.6,27.5,Alluvial,65.2,97.5,1625,1800.0
Ahmedabad,Gujarat,Rice,2020,Kharif,915.9,29.8,Desert,64.4,175.1,1868,1500.0
Jodhpur,Rajasthan,Sugarcane,2014,Zaid,355.5,31.5,Desert,34.2,190.3,1900,40000.0
Bardhaman,West Bengal,Wheat,2017,Rabi,1824.8,27.5,Alluvial,64.1,68.4,1625,1800.0
Patiala,Punjab,Sugarcane,2016,Zaid,506.2,30.0,Alluvial,76.9,242.0,2300,43495.9
Krishna,Andhra Pradesh,Wheat,2017,Rabi,854.4,29.3,Alluvial,73.4,219.5,1625,1800.0
Cuttack,Odisha,Rice,2013,Kharif,1232.1,27.9,Laterite,51.1,138.8,1310,1800.1
Belgaum,Karnataka,Sugarcane,2015,Zaid,986.8,27.5,Red,25.8,141.7,2100,40000.0
Indore,Madhya Pradesh,Wheat,2014,Rabi,1173.4,24.7,Alluvial,45.6,296.4,1400,1800.0
Thanjavur,Tamil Nadu,Rice,2017,Kharif,1049.0,27.9,Alluvial,63.5,74.0,1550,2345.1
Jabalpur,Madhya Pradesh,Sugarcane,2020,Zaid,729.9,26.7,Alluvial,34.6,135.4,2850,40000.0
Mysore,Karnataka,Rice,2019,Kharif,1299.9,25.5,Black,34.1,218.5,1815,1865.9
Jaipur,Rajasthan,Sugarcane,2011,Kharif,310.6,27.8,Desert,37.6,215.6,1450,40000.0
Patna,Bihar,Rice,2021,Kharif,1777.1,28.5,Alluvial,61.7,290.3,1940,2081.0
Coimbatore,Tamil Nadu,Sugarcane,2017,Kharif,1459.1,28.1,Red,74.6,182.0,2550,48703.9
Thanjavur,Tamil Nadu,Rice,2022,Kharif,1009.7,31.2,Red,81.4,124.6,2040,1858.7
Patiala,Punjab,Sugarcane,2019,Kharif,711.1,25.8,Alluvial,83.7,283.2,2750,40000.0
Karnal,Haryana,Rice,2021,Kharif,221.9,24.6,Desert,87.5,219.7,1940,1500.0
Ahmedabad,Gujarat,Rice,2013,Kharif,964.2,28.4,Black,45.0,284.2,1310,1881.5
Hooghly,West Bengal,Sugarcane,2023,Kharif,1817.4,28.2,Laterite,56.1,109.8,3150,40000.0
Thanjavur,Tamil Nadu,Wheat,2010,Rabi,356.7,28.2,Laterite,66.3,285.1,1100,1800.0
Bardhaman,West Bengal,Sugarcane,2011,Kharif,2135.3,28.0,Laterite,51.3,264.2,1450,40000.0
Ahmedabad,Gujarat,Rice,2013,Kharif,464.2,27.0,Alluvial,58.2,215.5,1310,1863.6
Indore,Madhya Pradesh,Wheat,2010,Rabi,360.3,24.7,Black,46.0,66.8,1100,1800.0
Kolhapur,Maharashtra,Rice,2012,Kharif,752.8,28.5,Red,37.4,173.9,1250,1567.7
Guntur,Andhra Pradesh,Sugarcane,2022,Zaid,866.3,28.0,Red,52.2,53.6,3050,40000.0
Jodhpur,Rajasthan,Wheat,2021,Rabi,210.4,23.9,Desert,30.0,244.1,1975,1800.0
Gorakhpur,Uttar Pradesh,Sugarcane,2010,Zaid,606.2,25.3,Alluvial,49.7,154.0,1450,40000.0
Cuttack,Odisha,Rice,2017,Kharif,1248.8,28.3,Alluvial,58.6,170.5,1550,2571.9
Krishna,Andhra Pradesh,Rice,2020,Kharif,875.6,30.6,Red,62.1,274.1,1868,1816.6
Hooghly,West Bengal,Sugarcane,2014,Zaid,1088.8,26.2,Alluvial,41.7,250.8,1900,40000.0
Thanjavur,Tamil Nadu,Rice,2017,Kharif,1268.8,28.3,Laterite,80.1,217.3,1550,2207.8
Kolhapur,Maharashtra,Rice,2016,Kharif,935.4,27.7,Black,46.1,77.0,1470,1838.3
Indore,Madhya Pradesh,Sugarcane,2012,Kharif,1234.5,25.5,Black,50.7,73.8,1700,40000.0
Karnal,Haryana,Rice,2016,Kharif,279.7,27.8,Desert,86.7,78.3,1470,1500.0
Ahmedabad,Gujarat,Wheat,2017,Rabi,1147.4,24.6,Black,50.2,86.3,1625,1800.0
Nashik,Maharashtra,Wheat,2021,Rabi,1293.1,27.3,Black,35.4,92.8,1975,1800.0
Kolhapur,Maharashtra,Wheat,2012,Rabi,1478.9,25.5,Red,37.9,82.2,1285,1800.0
Ahmedabad,Gujarat,Rice,2016,Kharif,1027.6,27.5,Desert,47.1,114.8,1470,1500.0
Cuttack,Odisha,Sugarcane,2016,Kharif,1080.7,24.9,Red,53.3,227.3,2300,40000.0
Ahmedabad,Gujarat,Sugarcane,2020,Kharif,720.3,24.4,Alluvial,53.1,259.7,2850,40000.0
Gorakhpur,Uttar Pradesh,Rice,2018,Kharif,1013.8,26.5,Alluvial,55.2,190.0,1750,2670.6
Patiala,Punjab,Sugarcane,2013,Kharif,665.1,26.8,Alluvial,76.9,280.6,1800,40000.0
Jaipur,Rajasthan,Rice,2011,Kharif,389.7,28.1,Desert,46.8,260.8,1080,1500.0
Hooghly,West Bengal,Wheat,2016,Rabi,1883.6,26.6,Laterite,46.4,273.5,1525,1800.0
Patiala,Punjab,Wheat,2022,Rabi,746.8,23.2,Alluvial,79.3,52.7,2015,2374.2
Meerut,Uttar Pradesh,Wheat,2020,Rabi,1163.6,23.3,Alluvial,74.9,77.3,1925,1800.0
Pune,Maharashtra,Sugarcane,2011,Zaid,1059.3,28.9,Red,31.3,164.2,1450,40000.0
Cuttack,Odisha,Sugarcane,2012,Zaid,1632.2,28.4,Alluvial,35.8,267.5,1700,45295.1
Jodhpur,Rajasthan,Sugarcane,2018,Kharif,404.8,28.2,Desert,34.3,139.6,2750,40000.0
Hisar,Haryana,Rice,2015,Kharif,771.8,27.3,Desert,60.8,149.2,1410,1526.5
Jaipur,Rajasthan,Rice,2011,Kharif,88.4,27.3,Desert,35.2,110.2,1080,1500.0
Ludhiana,Punjab,Wheat,2011,Rabi,659.0,25.3,Alluvial,84.5,202.4,1120,2456.8
Kolhapur,Maharashtra,Wheat,2022,Rabi,1150.9,27.9,Red,35.3,76.4,2015,1800.0
Guntur,Andhra Pradesh,Sugarcane,2010,Kharif,1537.6,26.4,Red,48.4,130.0,1450,40195.7
Muzaffarpur,Bihar,Rice,2021,Kharif,1614.5,24.4,Alluvial,55.4,297.1,1940,2019.4
Gorakhpur,Uttar Pradesh,Sugarcane,2013,Zaid,646.6,26.9,Alluvial,52.4,235.6,1800,40000.0
Pune,Maharashtra,Wheat,2015,Rabi,643.5,25.7,Black,37.8,256.7,1450,1913.6
Guntur,Andhra Pradesh,Wheat,2016,Rabi,703.9,28.9,Black,45.7,134.5,1525,1800.0
Raipur,Chhattisgarh,Wheat,2018,Rabi,1197.6,27.9,Red,39.2,190.3,1735,1800.0
Belgaum,Karnataka,Wheat,2014,Rabi,1400.7,24.7,Red,38.5,122.0,1400,1800.0
Muzaffarpur,Bihar,Rice,2012,Kharif,1114.4,26.1,Alluvial,52.7,78.6,1250,2291.1
Raipur,Chhattisgarh,Sugarcane,2018,Kharif,1664.7,27.2,Laterite,47.4,76.4,2750,40000.0
Patiala,Punjab,Wheat,2011,Rabi,380.0,19.8,Alluvial,90.7,290.7,1120,2757.8
Krishna,Andhra Pradesh,Rice,2010,Kharif,535.2,26.5,Alluvial,70.1,77.0,1000,2066.5
Ludhiana,Punjab,Wheat,2019,Rabi,322.0,23.7,Alluvial,91.5,122.0,1840,2048.7
Thanjavur,Tamil Nadu,Sugarcane,2014,Zaid,868.1,28.3,Red,68.4,132.6,1900,40000.0
Lucknow,Uttar Pradesh,Rice,2011,Kharif,680.3,24.8,Alluvial,64.4,129.2,1080,1989.4
Ahmedabad,Gujarat,Sugarcane,2015,Kharif,964.3,27.7,Black,55.2,242.8,2100,43868.4
Ludhiana,Punjab,Sugarcane,2018,Zaid,574.8,24.6,Alluvial,97.7,281.6,2750,40000.0
Hooghly,West Bengal,Rice,2013,Kharif,1695.3,26.5,Alluvial,42.4,233.4,1310,2198.5
Indore,Madhya Pradesh,Wheat,2016,Rabi,834.1,23.8,Alluvial,48.8,139.9,1525,1837.1
Indore,Madhya Pradesh,Sugarcane,2015,Zaid,986.2,23.4,Black,43.1,77.8,2100,40000.0
Mysore,Karnataka,Sugarcane,2023,Kharif,1499.1,29.1,Black,38.3,217.4,3150,51906.4
Hisar,Haryana,Sugarcane,2012,Zaid,578.3,26.6,Desert,50.3,205.7,1700,40000.0
Cuttack,Odisha,Rice,2017,Kharif,1285.9,26.3,Red,37.1,95.9,1550,1953.8
Guntur,Andhra Pradesh,Sugarcane,2021,Kharif,1315.5,26.1,Alluvial,46.6,253.9,2900,42761.6
Ahmedabad,Gujarat,Wheat,2022,Rabi,1223.1,28.4,Desert,45.8,85.3,2015,1800.0
Amritsar,Punjab,Rice,2017,Kharif,657.5,19.6,Alluvial,96.0,160.3,1550,1500.0
Nashik,Maharashtra,Sugarcane,2014,Zaid,1702.1,26.4,Red,30.7,242.8,1900,40000.0
Patiala,Punjab,Rice,2017,Kharif,432.9,25.7,Alluvial,75.4,169.9,1550,1871.3
Indore,Madhya Pradesh,Sugarcane,2014,Zaid,1457.9,27.5,Black,43.4,154.6,1900,48909.0
Muzaffarpur,Bihar,Sugarcane,2011,Zaid,1120.6,26.3,Alluvial,44.9,124.7,1450,40310.6
Raipur,Chhattisgarh,Wheat,2021,Rabi,1151.4,25.1,Red,36.0,66.3,1975,1800.0
Guntur,Andhra Pradesh,Rice,2013,Kharif,872.3,26.6,Black,55.8,246.5,1310,2050.8
Gorakhpur,Uttar Pradesh,Sugarcane,2010,Zaid,1165.3,29.8,Alluvial,44.1,81.2,1450,41977.7
Cuttack,Odisha,Rice,2010,Kharif,1618.6,28.4,Alluvial,37.5,159.1,1000,2113.1
Belgaum,Karnataka,Rice,2019,Kharif,657.9,27.9,Black,33.7,273.0,1815,1668.9
Raipur,Chhattisgarh,Rice,2018,Kharif,1219.4,27.4,Laterite,25.3,206.5,1750,1934.3
Warangal,Telangana,Wheat,2018,Rabi,1079.3,29.9,Red,41.6,169.0,1735,1800.0
Jodhpur,Rajasthan,Sugarcane,2011,Kharif,122.6,27.2,Desert,20.7,193.9,1450,40000.0
Coimbatore,Tamil Nadu,Rice,2022,Kharif,793.4,29.2,Red,56.4,172.9,2040,1795.0
Nashik,Maharashtra,Rice,2021,Kharif,1271.5,25.4,Red,54.1,236.6,1940,1937.6
Guntur,Andhra Pradesh,Sugarcane,2013,Zaid,573.9,27.2,Alluvial,54.2,129.3,1800,40000.0
Ahmedabad,Gujarat,Wheat,2023,Rabi,440.3,27.4,Desert,55.6,66.6,2125,1800.0
Raipur,Chhattisgarh,Rice,2013,Kharif,994.7,26.7,Laterite,47.2,129.5,1310,1722.6
Patna,Bihar,Sugarcane,2014,Zaid,893.9,25.7,Alluvial,45.3,82.6,1900,40000.0
Thanjavur,Tamil Nadu,Sugarcane,2014,Kharif,771.9,28.5,Laterite,77.8,61.6,1900,40000.0
Jaipur,Rajasthan,Wheat,2022,Rabi,340.4,27.9,Desert,46.7,68.0,2015,1800.0
Nashik,Maharashtra,Rice,2021,Kharif,765.2,26.4,Red,32.8,296.2,1940,1658.6
Ludhiana,Punjab,Wheat,2016,Rabi,582.7,26.0,Alluvial,93.2,279.5,1525,2680.9
